Event_ID,Event_Date,Account,Post_ID,Campaign_ID,Discount_Code,Product,Revenue_INR,Quantity,Customer_City,City_Tier,First_Time_Buyer,Attribution_Window_Days,Refund_Flag,Payment_Status,UTM_Source,Lead_Score,Notes
EVT-000488,2025-09-29,CafeCanvas,PST-00341,CAM-2510-059,GLO31,Dog Treats,1198.0,3,Pune,Tier 2,yes,30,No,Failed,,4,
EVT-000489,2025-11-07,UrbanPaws,PST-00598,CAM-2510-045,,Silk Saree,5997.0,2,Chennai,Tier 1,Unknown,14,No,Failed,paid_social,16,Late attribution
EVT-000490,2025-09-27,ByteBazaar,PST-00437,CAM-2508-035,FIT31,Gift Card,1198.0,3,Chennai,Metro,Yes,45,Yes,Pending,,6,Late attribution
EVT-000492,2025-12-28,CafeCanvas,PST-00412,UNKNOWN-CAM,,Cold Brew,2397.0,2,Jaipur,Tier 1,Unknown,14,No,Paid,,21,Manual entry
EVT-000493,2025-10-23,UrbanPaws,PST-00584,UNKNOWN-CAM,,Serum A,1499.0,4,Lucknow,Tier 2,,45,No,Paid,Instagram,32,
EVT-000494,2025-09-18,UrbanPaws,PST-00464,CAM-2510-021,,Gift Card,2499.0,3,Jaipur,Tier 1,No,30,No,Paid,influencer,40,Late attribution
EVT-000495,2025-09-29,SareeStreet,PST-00481,,,Serum A,4497.0,3,Jaipur,Metro,Yes,1,Yes,Paid,instagram,72,Coupon mismatch
EVT-000496,2025-09-05,FitFuel India,PST-00508,CAM-2508-022,INSTA10,Protein Bar,2397.0,2,Chennai,Tier 1,,7,Yes,Paid,ig_reels,51,
EVT-000497,2025-12-28,GlowKart,PST-00331,CAM-2512-018,FIT20,Combo Pack,599.0,2,Kolkata,Tier 2,Yes,14,Yes,Paid,bio_link,23,Late attribution
EVT-000498,2025-09-07,SareeStreet,PST-00524,CAM-2508-002,,Dog Treats,2499.0,2,Pune,Metro,Yes,30,Yes,Paid,paid_social,47,Coupon mismatch
EVT-000499,2026-02-22,CafeCanvas,PST-00293,UNKNOWN-CAM,,Gift Card,999.0,1,Delhi NCR,Tier 2,yes,14,Yes,Paid,,96,
EVT-000500,2026-01-27,UrbanPaws,PST-00215,,,Smart Lamp,1999.0,2,Hyderabad,Metro,Yes,7,Yes,Paid,paid_social,65,Coupon mismatch
EVT-000501,2025-09-02,CafeCanvas,PST-00003,CAM-2509-050,,Silk Saree,798.0,3,Bengaluru,Tier 3,Yes,3,No,Pending,ig_reels,17,Coupon mismatch
EVT-000502,2025-08-11,UrbanPaws,PST-00462,,,Silk Saree,1197.0,2,Chennai,Metro,,1,No,Paid,instagram,22,
EVT-000503,2025-12-22,SareeStreet,PST-00261,CAM-2508-027,FIT17,Smart Lamp,4497.0,1,Delhi NCR,Tier 3,Unknown,3,Yes,Pending,bio_link,20,Coupon mismatch
EVT-000504,2025-11-14,GlowKart,,,INSTA10,Gift Card,1499.0,3,Hyderabad,Tier 2,Yes,1,No,Paid,,60,Late attribution
EVT-000505,2026-02-04,SareeStreet,PST-00024,,BADCODE,Cold Brew,3998.0,3,Jaipur,Tier 2,Yes,7,No,Paid,ig_reels,81,Late attribution
EVT-000506,2025-07-15,ByteBazaar,PST-00194,CAM-2510-042,CAF19,Combo Pack,1198.0,2,Chennai,Tier 3,Yes,30,No,Refunded,bio_link,63,Coupon mismatch
EVT-000507,2025-08-29,SareeStreet,PST-00145,CAM-2509-029,SAR31,Smart Lamp,3998.0,1,Kolkata,Metro,Yes,1,No,Paid,bio_link,74,Manual entry
EVT-000508,2025-09-17,GlowKart,PST-00271,CAM-2512-032,FIT12,Serum A,1499.0,4,Hyderabad,Tier 2,Unknown,45,No,Paid,instagram,1,Coupon mismatch
EVT-000509,2025-10-02,CafeCanvas,PST-00251,CAM-2507-048,WELCOME,Cold Brew,0.0,2,Mumbai,Metro,yes,1,No,Refunded,,38,Coupon mismatch
EVT-000510,2025-09-08,FitFuel India,PST-00239,CAM-2508-038,CAF15,Smart Lamp,2998.0,4,Mumbai,Metro,Unknown,7,No,Pending,paid_social,43,Late attribution
EVT-000511,2026-01-10,CafeCanvas,PST-00330,,,Combo Pack,999.0,3,Delhi NCR,Tier 2,Yes,14,Yes,Pending,bio_link,55,Manual entry
EVT-000512,2025-08-31,SareeStreet,PST-00510,CAM-2511-041,SAR26,Cold Brew,1197.0,1,Jaipur,Tier 1,,7,No,Refunded,influencer,15,Late attribution
EVT-000513,2025-12-02,SareeStreet,PST-00638,,,Smart Lamp,5997.0,2,Lucknow,Tier 3,yes,30,No,Pending,paid_social,65,Coupon mismatch
EVT-000514,2025-08-30,SareeStreet,PST-00394,CAM-2510-033,URB30,Serum A,1998.0,4,Mumbai,Tier 2,No,14,No,Paid,,22,Coupon mismatch
EVT-000515,2025-11-02,SareeStreet,PST-00223,,BADCODE,Smart Lamp,799.0,3,Mumbai,Tier 1,Unknown,14,Yes,Failed,paid_social,95,
EVT-000516,2025-11-08,ByteBazaar,PST-00051,CAM-2510-042,CAF19,Protein Bar,7998.0,3,Kolkata,Tier 2,,1,No,Paid,influencer,74,Late attribution
EVT-000517,2025-08-06,CafeCanvas,PST-00003,CAM-2509-050,BADCODE,Combo Pack,2997.0,3,Hyderabad,Metro,,30,No,Pending,bio_link,9,Manual entry
EVT-000518,2026-01-04,CafeCanvas,PST-00343,UNKNOWN-CAM,,Smart Lamp,4998.0,2,Delhi NCR,Tier 1,No,7,Yes,Paid,ig_reels,53,Late attribution
EVT-000520,2025-12-11,GlowKart,PST-00297,CAM-2507-058,CAF36,Silk Saree,7998.0,4,Jaipur,Tier 2,Unknown,3,No,Refunded,paid_social,87,Late attribution
EVT-000521,2025-11-10,GlowKart,PST-00139,UNKNOWN-CAM,,Serum A,1797.0,2,Kolkata,Tier 2,Unknown,14,No,Paid,ig_reels,15,Manual entry
EVT-000522,2025-08-08,ByteBazaar,PST-00517,,,Serum A,798.0,1,Delhi NCR,Tier 1,Yes,1,Yes,Paid,ig_reels,22,Late attribution
EVT-000523,2025-07-14,SareeStreet,PST-00281,CAM-2510-059,GLO31,Gift Card,599.0,1,Chennai,Tier 3,Yes,14,No,Failed,influencer,92,
EVT-000524,2025-10-29,ByteBazaar,PST-00369,,,Gift Card,2998.0,3,Mumbai,Tier 1,Yes,3,Yes,Pending,bio_link,44,
EVT-000525,2025-07-20,FitFuel India,PST-00547,UNKNOWN-CAM,,Combo Pack,599.0,4,Kolkata,Tier 3,Yes,14,Yes,Paid,Instagram,39,Late attribution
EVT-000526,2025-09-17,FitFuel India,PST-00176,CAM-2507-058,CAF36,Serum A,11997.0,2,Indore,Tier 3,Yes,14,No,Paid,paid_social,97,
EVT-000527,2026-02-27,GlowKart,PST-00324,CAM-2510-019,FIT31,Cold Brew,1197.0,1,Lucknow,Tier 3,,45,No,Refunded,ig_reels,99,Late attribution
EVT-000528,2025-08-24,FitFuel India,PST-00547,CAM-2507-026,GLO35,Combo Pack,2397.0,1,Indore,Tier 3,,30,No,Failed,ig_reels,90,Coupon mismatch
EVT-000529,2025-10-31,FitFuel India,PST-00474,UNKNOWN-CAM,,Smart Lamp,4497.0,3,Jaipur,Metro,No,7,Yes,Refunded,ig_reels,56,
EVT-000530,2025-09-02,CafeCanvas,PST-00056,,,Smart Lamp,4998.0,4,Mumbai,Metro,No,30,No,Refunded,ig_reels,82,Late attribution
EVT-000531,2025-12-09,GlowKart,PST-00335,CAM-2512-018,FIT20,Protein Bar,5997.0,2,Pune,Tier 3,Unknown,3,No,Refunded,bio_link,65,Coupon mismatch
EVT-000532,2025-09-07,GlowKart,PST-00333,,,Serum A,2998.0,3,Lucknow,Tier 3,Unknown,1,Yes,Paid,influencer,17,Coupon mismatch
EVT-000533,2025-08-25,CafeCanvas,PST-00540,CAM-2510-007,FIT33,Smart Lamp,798.0,4,Delhi NCR,Tier 3,No,7,No,Paid,instagram,33,Manual entry
EVT-000534,2025-11-09,FitFuel India,PST-00418,CAM-2512-015,,Serum A,5997.0,1,Chennai,Tier 3,No,1,Yes,Pending,ig_reels,17,
EVT-000535,2026-02-02,SareeStreet,PST-00043,CAM-2512-015,BADCODE,Gift Card,3998.0,3,Lucknow,Metro,No,30,Yes,Paid,ig_reels,31,
EVT-000536,2025-07-30,UrbanPaws,PST-00461,CAM-2511-013,SAR32,Serum A,1999.0,3,Bengaluru,Tier 1,Unknown,7,No,Paid,influencer,77,Late attribution
EVT-000537,2025-11-18,SareeStreet,PST-00450,CAM-2508-057,,Dog Treats,4998.0,4,Jaipur,Tier 3,yes,3,No,Paid,bio_link,48,Coupon mismatch
EVT-000538,2026-01-20,GlowKart,PST-00476,CAM-2511-025,BYT38,Combo Pack,5999.0,2,Kolkata,Tier 1,Yes,30,No,Paid,bio_link,31,Coupon mismatch
EVT-000539,2026-02-13,ByteBazaar,,CAM-2508-047,GLO17,Combo Pack,5999.0,3,Bengaluru,Tier 2,,30,Yes,Paid,instagram,16,
EVT-000540,2025-08-25,FitFuel India,PST-00209,UNKNOWN-CAM,,Dog Treats,0.0,4,Lucknow,Tier 1,Unknown,30,No,Pending,bio_link,56,Coupon mismatch
EVT-000541,2026-02-16,GlowKart,PST-00085,UNKNOWN-CAM,INSTA10,Smart Lamp,5999.0,4,Mumbai,Tier 3,,45,No,Paid,influencer,12,Late attribution
EVT-000542,2025-09-19,CafeCanvas,PST-00371,UNKNOWN-CAM,,Serum A,5997.0,1,Indore,Metro,,3,No,Paid,,63,Manual entry
EVT-000543,2025-10-18,GlowKart,PST-00560,CAM-2510-020,BYT29,Dog Treats,1999.0,1,Pune,Tier 2,,45,No,Pending,ig_reels,33,
EVT-000544,2025-12-01,GlowKart,PST-00247,CAM-2511-036,SAR37,Cold Brew,7497.0,2,Indore,Tier 1,No,7,Yes,Paid,paid_social,86,Late attribution
EVT-000545,2025-09-19,FitFuel India,PST-00134,UNKNOWN-CAM,,Serum A,599.0,3,Chennai,Tier 3,No,45,Yes,Pending,bio_link,15,Manual entry
EVT-000546,2025-08-11,ByteBazaar,PST-00639,CAM-2509-050,CAF11,Smart Lamp,4497.0,2,Delhi NCR,Tier 2,Unknown,45,No,Paid,Instagram,81,Late attribution
EVT-000547,2026-01-04,SareeStreet,PST-00125,,,Combo Pack,11997.0,1,Mumbai,Metro,yes,3,No,Paid,instagram,43,Coupon mismatch
EVT-000548,2025-12-09,ByteBazaar,PST-00087,CAM-2507-048,BADCODE,Combo Pack,1797.0,2,Lucknow,Metro,No,1,No,Failed,,73,Coupon mismatch
EVT-000549,2025-09-01,ByteBazaar,PST-00405,CAM-2507-026,GLO35,Combo Pack,3999.0,4,Mumbai,Metro,Unknown,45,Yes,Paid,ig_reels,68,Coupon mismatch
EVT-000550,2026-02-28,GlowKart,PST-00457,CAM-2510-042,CAF19,Cold Brew,11998.0,2,Pune,Tier 1,yes,45,No,Paid,,19,Coupon mismatch
EVT-000551,2025-09-03,GlowKart,PST-00496,,,Combo Pack,5999.0,3,Hyderabad,Tier 1,Yes,3,No,Refunded,influencer,38,
EVT-000552,2025-08-30,ByteBazaar,,UNKNOWN-CAM,,Gift Card,1999.0,1,Mumbai,Metro,Yes,30,Yes,Paid,instagram,98,Late attribution
EVT-000553,2026-01-23,SareeStreet,PST-00009,CAM-2508-008,SAR25,Smart Lamp,2998.0,3,Pune,Tier 3,Yes,45,Yes,Failed,paid_social,39,Coupon mismatch
EVT-000554,2025-08-08,FitFuel India,PST-00571,UNKNOWN-CAM,,Smart Lamp,999.0,1,Lucknow,Tier 2,No,30,Yes,Pending,,17,Manual entry
EVT-000555,2025-09-21,ByteBazaar,PST-00517,UNKNOWN-CAM,,Serum A,599.0,3,Mumbai,Tier 1,Yes,30,No,Failed,Instagram,36,Manual entry
EVT-000556,2025-11-22,ByteBazaar,PST-00249,,,Gift Card,799.0,4,Chennai,Tier 2,,1,No,Paid,influencer,23,
EVT-000557,2025-12-13,SareeStreet,PST-00638,UNKNOWN-CAM,,Dog Treats,17997.0,4,Lucknow,Tier 3,Yes,30,No,Failed,influencer,63,Coupon mismatch
EVT-000558,2025-10-17,GlowKart,PST-00190,CAM-2508-027,FIT17,Gift Card,4497.0,1,Mumbai,Tier 1,Unknown,30,No,Paid,paid_social,31,Manual entry
EVT-000559,2025-08-06,CafeCanvas,PST-00003,CAM-2509-050,CAF11,Dog Treats,1797.0,1,Mumbai,Tier 3,Yes,30,No,Paid,paid_social,1,Coupon mismatch
EVT-000560,2025-09-17,CafeCanvas,PST-00371,CAM-2511-036,SAR37,Protein Bar,4497.0,1,Chennai,Tier 3,No,14,No,Failed,bio_link,92,Manual entry
EVT-000561,2025-10-03,SareeStreet,PST-00145,CAM-2509-029,SAR31,Protein Bar,7998.0,1,Chennai,Metro,Yes,3,Yes,Paid,Instagram,57,Manual entry
EVT-000562,2025-10-25,GlowKart,PST-00579,UNKNOWN-CAM,WELCOME,Serum A,2397.0,2,Kolkata,Metro,Unknown,45,No,Paid,instagram,54,Manual entry
EVT-000563,2025-09-17,UrbanPaws,PST-00180,UNKNOWN-CAM,,Serum A,11998.0,4,Hyderabad,Metro,No,45,Yes,Paid,ig_reels,25,Coupon mismatch
EVT-000564,2025-12-20,SareeStreet,PST-00225,UNKNOWN-CAM,,Protein Bar,7998.0,3,Chennai,Tier 2,,1,Yes,Refunded,bio_link,44,
EVT-000565,2025-11-24,FitFuel India,PST-00256,UNKNOWN-CAM,,Serum A,2998.0,2,Bengaluru,Tier 2,No,1,Yes,Paid,instagram,84,Late attribution
EVT-000566,2025-08-12,ByteBazaar,PST-00178,,,Smart Lamp,2997.0,4,Pune,Tier 1,Yes,30,No,Paid,ig_reels,99,Late attribution
EVT-000567,2025-11-12,CafeCanvas,PST-00340,CAM-2507-056,INSTA10,Gift Card,3999.0,1,Bengaluru,Tier 3,No,3,No,Failed,instagram,60,Late attribution
EVT-000568,2025-07-14,FitFuel India,PST-00400,,,Cold Brew,3999.0,3,Indore,Tier 2,Yes,45,No,Paid,bio_link,20,Late attribution
EVT-000569,2025-08-18,SareeStreet,PST-00353,UNKNOWN-CAM,INSTA10,Dog Treats,2499.0,1,Delhi NCR,Tier 2,Unknown,30,No,Pending,ig_reels,33,Manual entry
EVT-000570,2025-11-25,ByteBazaar,PST-00298,UNKNOWN-CAM,,Cold Brew,1999.0,2,Kolkata,Metro,,30,No,Paid,Instagram,22,Late attribution
EVT-000571,2025-08-14,GlowKart,PST-00100,UNKNOWN-CAM,,Silk Saree,999.0,2,Pune,Tier 3,yes,45,No,Paid,Instagram,75,Manual entry
EVT-000572,2025-09-28,SareeStreet,PST-00500,CAM-2511-053,GLO15,Smart Lamp,599.0,1,Bengaluru,Tier 1,Yes,14,Yes,Paid,Instagram,30,Late attribution
EVT-000573,2026-02-14,CafeCanvas,PST-00293,,,Silk Saree,4998.0,1,Jaipur,Tier 2,Yes,30,Yes,Paid,paid_social,75,Manual entry
EVT-000574,2025-12-26,UrbanPaws,PST-00049,,,Combo Pack,1998.0,2,Kolkata,Tier 3,,1,No,Paid,,26,Manual entry
EVT-000575,2026-01-04,ByteBazaar,PST-00359,,,Cold Brew,1499.0,1,Indore,Tier 2,yes,3,Yes,Paid,bio_link,88,
EVT-000576,2026-02-20,SareeStreet,PST-00372,UNKNOWN-CAM,,Smart Lamp,5999.0,2,Delhi NCR,Tier 3,Yes,3,No,Failed,instagram,95,
EVT-000578,2026-01-31,SareeStreet,PST-00444,CAM-2509-011,BADCODE,Combo Pack,5999.0,4,Lucknow,Tier 1,Unknown,3,Yes,Refunded,instagram,83,Late attribution
EVT-000579,2025-08-17,CafeCanvas,PST-00537,CAM-2508-024,WELCOME,Dog Treats,1499.0,3,Pune,Tier 1,No,14,No,Pending,paid_social,35,
EVT-000580,2025-08-24,CafeCanvas,PST-00201,CAM-2510-060,CAF12,Cold Brew,4998.0,4,Hyderabad,Metro,No,1,Yes,Paid,Instagram,43,Late attribution
EVT-000581,2025-09-06,FitFuel India,PST-00493,UNKNOWN-CAM,,Protein Bar,2998.0,3,Kolkata,Metro,No,30,Yes,Pending,ig_reels,29,Late attribution
EVT-000582,2025-11-04,SareeStreet,PST-00270,UNKNOWN-CAM,,Protein Bar,11998.0,3,Lucknow,Tier 2,No,14,No,Paid,influencer,72,Coupon mismatch
EVT-000583,2026-01-12,SareeStreet,PST-00285,UNKNOWN-CAM,,Silk Saree,3998.0,3,Kolkata,Metro,,30,No,Pending,,68,
EVT-000584,2025-07-21,ByteBazaar,PST-00312,,,Cold Brew,599.0,4,Lucknow,Tier 2,Unknown,30,No,Paid,ig_reels,93,Late attribution
EVT-000585,2025-11-06,GlowKart,PST-00022,UNKNOWN-CAM,,Silk Saree,1197.0,1,Chennai,Tier 1,yes,1,No,Paid,bio_link,11,Coupon mismatch
EVT-000586,2025-11-04,CafeCanvas,PST-00487,UNKNOWN-CAM,,Dog Treats,1598.0,2,Indore,Tier 3,Yes,7,No,Pending,paid_social,30,Manual entry
EVT-000587,2026-02-14,GlowKart,PST-00383,UNKNOWN-CAM,,Protein Bar,2997.0,2,Hyderabad,Tier 1,No,7,Yes,Pending,Instagram,94,Manual entry
EVT-000588,2025-08-29,SareeStreet,PST-00404,CAM-2508-024,BYT38,Protein Bar,3998.0,4,Hyderabad,Tier 3,Yes,3,No,Pending,Instagram,41,
EVT-000589,2026-02-25,FitFuel India,PST-00171,,INSTA10,Combo Pack,3999.0,2,Mumbai,Tier 2,,7,Yes,Failed,,31,Late attribution
EVT-000590,2026-01-23,ByteBazaar,PST-00086,CAM-2508-008,SAR25,Serum A,1598.0,2,Indore,Tier 1,Yes,1,Yes,Failed,instagram,17,Manual entry
EVT-000591,2025-10-08,SareeStreet,PST-00573,CAM-2510-009,FIT30,Cold Brew,5999.0,3,Chennai,Tier 2,Unknown,14,No,Refunded,ig_reels,68,
EVT-000592,2025-12-18,FitFuel India,PST-00217,,,Silk Saree,7497.0,3,Hyderabad,Metro,,30,No,Paid,bio_link,91,
EVT-000593,2025-09-05,GlowKart,PST-00496,,,Dog Treats,1198.0,1,Chennai,Tier 1,Unknown,30,Yes,Paid,Instagram,53,Manual entry
EVT-000594,2025-10-19,ByteBazaar,PST-00169,UNKNOWN-CAM,,Gift Card,1499.0,2,Delhi NCR,Tier 3,yes,3,No,Failed,Instagram,44,
EVT-000595,2025-10-16,FitFuel India,PST-00392,UNKNOWN-CAM,,Smart Lamp,399.0,3,Indore,Tier 1,Yes,45,No,Refunded,influencer,45,
EVT-000596,2025-09-29,ByteBazaar,PST-00550,UNKNOWN-CAM,,Serum A,7998.0,1,Mumbai,Metro,yes,3,No,Paid,influencer,12,Coupon mismatch
EVT-000597,2025-08-30,GlowKart,PST-00071,CAM-2509-011,SAR37,Combo Pack,1499.0,4,Chennai,Tier 3,yes,30,Yes,Refunded,,17,Manual entry
EVT-000598,2025-10-05,ByteBazaar,PST-00442,UNKNOWN-CAM,,Combo Pack,1197.0,1,Pune,Tier 2,yes,3,No,Pending,instagram,59,
EVT-000599,2025-07-19,GlowKart,PST-00213,UNKNOWN-CAM,,Gift Card,1999.0,3,Bengaluru,Tier 2,yes,3,No,Paid,ig_reels,79,Coupon mismatch
EVT-000601,2025-10-02,SareeStreet,PST-00546,UNKNOWN-CAM,,Gift Card,11998.0,2,Jaipur,Tier 1,Yes,3,Yes,Pending,bio_link,58,Coupon mismatch
EVT-000602,2025-10-19,GlowKart,PST-00098,,,Silk Saree,1197.0,3,Chennai,Tier 1,yes,14,No,Paid,paid_social,100,Manual entry
EVT-000603,2026-01-01,CafeCanvas,PST-00168,CAM-2508-024,WELCOME,Protein Bar,1998.0,4,Jaipur,Tier 1,Unknown,7,No,Paid,Instagram,53,Manual entry
EVT-000604,2026-01-26,CafeCanvas,PST-00595,UNKNOWN-CAM,,Combo Pack,599.0,1,Lucknow,Metro,,14,No,Paid,instagram,5,Manual entry
EVT-000605,2026-02-25,GlowKart,PST-00324,CAM-2510-019,FIT31,Serum A,1499.0,2,Lucknow,Tier 3,Unknown,7,No,Paid,instagram,46,Late attribution
EVT-000606,2025-11-12,CafeCanvas,PST-00326,,,Gift Card,799.0,4,Lucknow,Tier 2,Unknown,30,No,Paid,influencer,23,Late attribution
EVT-000607,2025-12-07,FitFuel India,PST-00075,,BADCODE,Serum A,1797.0,1,Bengaluru,Tier 3,yes,30,No,Paid,bio_link,61,Manual entry
EVT-000608,2025-11-16,ByteBazaar,PST-00451,CAM-2509-039,WELCOME,Smart Lamp,1499.0,1,Mumbai,Metro,Yes,45,Yes,Paid,instagram,89,Coupon mismatch
EVT-000610,2025-12-05,SareeStreet,PST-00555,CAM-2512-018,FIT20,Smart Lamp,1499.0,4,Indore,Tier 2,,14,Yes,Failed,influencer,74,Coupon mismatch
EVT-000611,2025-10-24,FitFuel India,PST-00631,CAM-2511-013,SAR32,Protein Bar,1999.0,4,Delhi NCR,Tier 1,,30,Yes,Paid,Instagram,2,Late attribution
EVT-000612,2025-09-23,GlowKart,PST-00200,CAM-2510-023,,Silk Saree,1197.0,3,Chennai,Tier 3,No,1,No,Pending,influencer,47,Coupon mismatch
EVT-000613,2026-02-01,FitFuel India,PST-00147,,,Cold Brew,4998.0,2,Kolkata,Tier 2,No,1,Yes,Refunded,paid_social,96,Coupon mismatch
EVT-000614,2026-01-10,SareeStreet,PST-00125,,,Protein Bar,3999.0,3,Hyderabad,Tier 1,Unknown,7,No,Refunded,instagram,4,
EVT-000615,2025-07-22,UrbanPaws,PST-00461,UNKNOWN-CAM,,Protein Bar,1999.0,1,Indore,Metro,Unknown,30,No,Refunded,ig_reels,27,Manual entry
EVT-000616,2025-09-14,GlowKart,PST-00332,UNKNOWN-CAM,,Silk Saree,5999.0,3,Indore,Tier 2,,45,No,Paid,Instagram,23,Late attribution
EVT-000617,2025-10-26,GlowKart,PST-00186,CAM-2508-024,BYT38,Gift Card,999.0,2,Indore,Tier 3,Unknown,30,No,Pending,,14,Manual entry
EVT-000618,2025-12-20,UrbanPaws,PST-00049,,,Silk Saree,2499.0,4,Indore,Tier 1,yes,30,No,Paid,influencer,25,Late attribution
EVT-000619,2025-11-19,ByteBazaar,PST-00369,,,Silk Saree,798.0,2,Lucknow,Tier 3,No,3,No,Failed,influencer,45,Late attribution
EVT-000620,2025-10-27,CafeCanvas,PST-00236,CAM-2511-025,BYT38,Silk Saree,1999.0,2,Mumbai,Tier 2,,45,No,Paid,ig_reels,51,Coupon mismatch
EVT-000621,2025-10-03,CafeCanvas,PST-00184,CAM-2507-026,GLO35,Smart Lamp,1797.0,4,Delhi NCR,Tier 3,Yes,14,Yes,Paid,ig_reels,21,Manual entry
EVT-000622,2025-12-12,FitFuel India,PST-00566,UNKNOWN-CAM,,Cold Brew,2499.0,3,Chennai,Tier 3,Yes,7,No,Paid,influencer,26,
EVT-000623,2025-11-01,ByteBazaar,PST-00295,,,Serum A,2397.0,2,Indore,Tier 2,Yes,1,No,Paid,ig_reels,54,
EVT-000624,2025-08-23,FitFuel India,PST-00005,UNKNOWN-CAM,,Cold Brew,2997.0,4,Jaipur,Tier 3,yes,45,No,Refunded,Instagram,67,Manual entry
EVT-000625,2025-08-30,GlowKart,PST-00575,CAM-2510-028,GLO12,Smart Lamp,2997.0,1,Lucknow,Tier 3,No,30,No,Paid,bio_link,42,Manual entry
EVT-000626,2025-12-13,CafeCanvas,PST-00199,UNKNOWN-CAM,,Dog Treats,2397.0,4,Chennai,Tier 2,Unknown,14,No,Paid,Instagram,79,Manual entry
EVT-000627,2025-11-18,GlowKart,PST-00515,UNKNOWN-CAM,,Combo Pack,798.0,2,Kolkata,Tier 3,,7,Yes,Paid,,79,Late attribution
EVT-000628,2025-11-21,ByteBazaar,PST-00298,UNKNOWN-CAM,,Silk Saree,17997.0,3,Bengaluru,Tier 2,Yes,30,Yes,Refunded,,34,Late attribution
EVT-000629,2025-12-26,ByteBazaar,PST-00542,,,Gift Card,999.0,3,Lucknow,Tier 3,Unknown,1,Yes,Refunded,ig_reels,74,Manual entry
EVT-000630,2025-12-01,ByteBazaar,PST-00140,CAM-2510-045,,Cold Brew,5999.0,1,Kolkata,Tier 2,yes,3,No,Pending,Instagram,32,Manual entry
EVT-000631,2025-09-28,GlowKart,PST-00292,CAM-2508-046,GLO17,Combo Pack,11997.0,3,Mumbai,Tier 2,Yes,30,No,Failed,Instagram,89,Manual entry
EVT-000632,2026-02-04,ByteBazaar,PST-00156,CAM-2509-039,GLO19,Serum A,799.0,2,Hyderabad,Tier 3,Unknown,14,Yes,Refunded,instagram,64,Coupon mismatch
EVT-000633,2026-01-10,CafeCanvas,PST-00264,CAM-2510-028,GLO12,Serum A,1598.0,4,Delhi NCR,Tier 1,Unknown,7,Yes,Refunded,influencer,36,Late attribution
EVT-000634,2025-12-24,SareeStreet,PST-00555,CAM-2512-018,FIT20,Protein Bar,5999.0,1,Kolkata,Tier 3,,1,No,Paid,,12,
EVT-000635,2026-01-31,GlowKart,PST-00338,CAM-2509-055,INSTA10,Serum A,1598.0,4,Indore,Tier 1,Unknown,7,Yes,Refunded,,35,Coupon mismatch
EVT-000637,2026-01-26,CafeCanvas,PST-00001,,,Gift Card,2997.0,4,Delhi NCR,Tier 2,yes,1,Yes,Failed,instagram,95,Manual entry
EVT-000638,2025-11-24,FitFuel India,PST-00017,CAM-2510-028,GLO12,Gift Card,999.0,3,Bengaluru,Metro,Yes,1,No,Paid,instagram,61,
EVT-000639,2026-02-05,FitFuel India,PST-00195,CAM-2508-024,BYT38,Gift Card,798.0,4,Jaipur,Tier 3,yes,3,Yes,Failed,bio_link,27,Coupon mismatch
EVT-000640,2025-11-06,ByteBazaar,PST-00369,CAM-2512-043,,Dog Treats,2499.0,1,Indore,Tier 3,Unknown,3,Yes,Paid,Instagram,94,Manual entry
EVT-000641,2025-10-23,FitFuel India,PST-00399,,,Dog Treats,5999.0,3,Lucknow,Tier 3,Unknown,1,Yes,Refunded,paid_social,51,Manual entry
EVT-000642,2026-01-13,ByteBazaar,PST-00050,CAM-2509-039,GLO19,Serum A,5997.0,3,Bengaluru,Metro,,7,No,Pending,Instagram,89,Coupon mismatch
EVT-000643,2025-07-19,FitFuel India,PST-00373,CAM-2510-021,,Gift Card,1797.0,3,Pune,Tier 1,,1,No,Pending,bio_link,32,Coupon mismatch
EVT-000644,2025-11-02,CafeCanvas,PST-00340,CAM-2508-038,CAF15,Protein Bar,2998.0,3,Delhi NCR,Metro,,45,No,Refunded,ig_reels,65,
EVT-000645,2025-11-11,FitFuel India,PST-00014,,INSTA10,Silk Saree,5999.0,4,Bengaluru,Tier 1,yes,3,No,Paid,bio_link,45,Coupon mismatch
EVT-000646,2025-09-02,SareeStreet,PST-00397,CAM-2507-026,GLO35,Cold Brew,0.0,4,Mumbai,Tier 2,yes,3,Yes,Refunded,influencer,82,Manual entry
EVT-000647,2025-10-02,CafeCanvas,PST-00617,CAM-2510-045,,Gift Card,3999.0,3,Jaipur,Metro,Yes,1,Yes,Failed,paid_social,72,
EVT-000648,2025-11-17,ByteBazaar,PST-00067,UNKNOWN-CAM,,Gift Card,7998.0,2,Jaipur,Metro,,3,Yes,Pending,instagram,21,Manual entry
EVT-000649,2025-09-11,GlowKart,PST-00271,CAM-2512-032,FIT12,Smart Lamp,7497.0,3,Indore,Metro,Yes,1,No,Failed,instagram,38,Late attribution
EVT-000650,2025-10-09,ByteBazaar,PST-00051,CAM-2511-053,GLO15,Combo Pack,4497.0,3,Indore,Tier 3,,14,Yes,Failed,instagram,20,Coupon mismatch
EVT-000651,2025-07-29,FitFuel India,PST-00005,CAM-2511-053,GLO15,Combo Pack,1999.0,4,Lucknow,Metro,No,1,No,Paid,ig_reels,90,Late attribution
EVT-000652,2025-08-24,CafeCanvas,PST-00030,CAM-2507-058,CAF36,Gift Card,999.0,2,Hyderabad,Tier 1,Yes,3,Yes,Failed,bio_link,40,
